"intid","year","studyid","interaction","taxatype","whatmeasured","measurement","variable","value"
200,1982,"HMK038","predation","spp","phenovalue",112.5,"spp2","Glis glis"
200,1983,"HMK038","predation","spp","phenovalue",102.955,"spp2","Glis glis"
200,1984,"HMK038","predation","spp","phenovalue",112.045,"spp2","Glis glis"
200,1985,"HMK038","predation","spp","phenovalue",107.5,"spp2","Glis glis"
200,1986,"HMK038","predation","spp","phenovalue",108.636,"spp2","Glis glis"
200,1987,"HMK038","predation","spp","phenovalue",104.773,"spp2","Glis glis"
200,1988,"HMK038","predation","spp","phenovalue",108.409,"spp2","Glis glis"
200,1989,"HMK038","predation","spp","phenovalue",106.818,"spp2","Glis glis"
200,1990,"HMK038","predation","spp","phenovalue",101.818,"spp2","Glis glis"
200,1991,"HMK038","predation","spp","phenovalue",109.318,"spp2","Glis glis"
200,1992,"HMK038","predation","spp","phenovalue",104.318,"spp2","Glis glis"
200,1993,"HMK038","predation","spp","phenovalue",107.955,"spp2","Glis glis"
200,1994,"HMK038","predation","spp","phenovalue",105.909,"spp2","Glis glis"
200,1995,"HMK038","predation","spp","phenovalue",111.364,"spp2","Glis glis"
200,1996,"HMK038","predation","spp","phenovalue",109.545,"spp2","Glis glis"
200,1997,"HMK038","predation","spp","phenovalue",114.091,"spp2","Glis glis"
200,1998,"HMK038","predation","spp","phenovalue",103.409,"spp2","Glis glis"
200,1999,"HMK038","predation","spp","phenovalue",101.591,"spp2","Glis glis"
200,2000,"HMK038","predation","spp","phenovalue",103.409,"spp2","Glis glis"
200,2001,"HMK038","predation","spp","phenovalue",106.136,"spp2","Glis glis"
200,2002,"HMK038","predation","spp","phenovalue",102.273,"spp2","Glis glis"
200,2003,"HMK038","predation","spp","phenovalue",115,"spp2","Glis glis"
200,2004,"HMK038","predation","spp","phenovalue",100.682,"spp2","Glis glis"
200,2005,"HMK038","predation","spp","phenovalue",104.318,"spp2","Glis glis"
201,1973,"HMK039","competition","genus","phenovalue",132.631,"spp2","Rissa1 tridactyla"
201,1974,"HMK039","competition","genus","phenovalue",123.205,"spp2","Rissa1 tridactyla"
201,1975,"HMK039","competition","genus","phenovalue",128.779,"spp2","Rissa1 tridactyla"
201,1976,"HMK039","competition","genus","phenovalue",130.822,"spp2","Rissa1 tridactyla"
201,1977,"HMK039","competition","genus","phenovalue",125.808,"spp2","Rissa1 tridactyla"
201,1978,"HMK039","competition","genus","phenovalue",141.087,"spp2","Rissa1 tridactyla"
201,1979,"HMK039","competition","genus","phenovalue",138.425,"spp2","Rissa1 tridactyla"
201,1980,"HMK039","competition","genus","phenovalue",133.116,"spp2","Rissa1 tridactyla"
201,1981,"HMK039","competition","genus","phenovalue",138.396,"spp2","Rissa1 tridactyla"
201,1982,"HMK039","competition","genus","phenovalue",131.616,"spp2","Rissa1 tridactyla"
201,1983,"HMK039","competition","genus","phenovalue",134.837,"spp2","Rissa1 tridactyla"
201,1984,"HMK039","competition","genus","phenovalue",137.469,"spp2","Rissa1 tridactyla"
201,1985,"HMK039","competition","genus","phenovalue",140.102,"spp2","Rissa1 tridactyla"
201,1986,"HMK039","competition","genus","phenovalue",135.675,"spp2","Rissa1 tridactyla"
201,1987,"HMK039","competition","genus","phenovalue",145.955,"spp2","Rissa1 tridactyla"
201,1988,"HMK039","competition","genus","phenovalue",134.763,"spp2","Rissa1 tridactyla"
201,1989,"HMK039","competition","genus","phenovalue",134.161,"spp2","Rissa1 tridactyla"
201,1990,"HMK039","competition","genus","phenovalue",128.851,"spp2","Rissa1 tridactyla"
201,1991,"HMK039","competition","genus","phenovalue",134.131,"spp2","Rissa1 tridactyla"
201,1992,"HMK039","competition","genus","phenovalue",136.764,"spp2","Rissa1 tridactyla"
201,1993,"HMK039","competition","genus","phenovalue",137.926,"spp2","Rissa1 tridactyla"
201,1994,"HMK039","competition","genus","phenovalue",135.557,"spp2","Rissa1 tridactyla"
201,1995,"HMK039","competition","genus","phenovalue",140.543,"spp2","Rissa1 tridactyla"
207,1973,"HMK042","competition","spp","phenovalue",137.748,"spp2","Acrocephalus scirpaceus"
207,1974,"HMK042","competition","spp","phenovalue",136.192,"spp2","Acrocephalus scirpaceus"
207,1975,"HMK042","competition","spp","phenovalue",133.863,"spp2","Acrocephalus scirpaceus"
207,1976,"HMK042","competition","spp","phenovalue",133.848,"spp2","Acrocephalus scirpaceus"
207,1977,"HMK042","competition","spp","phenovalue",127.272,"spp2","Acrocephalus scirpaceus"
207,1978,"HMK042","competition","spp","phenovalue",132.278,"spp2","Acrocephalus scirpaceus"
207,1979,"HMK042","competition","spp","phenovalue",139.214,"spp2","Acrocephalus scirpaceus"
207,1980,"HMK042","competition","spp","phenovalue",138.431,"spp2","Acrocephalus scirpaceus"
207,1981,"HMK042","competition","spp","phenovalue",133.783,"spp2","Acrocephalus scirpaceus"
207,1982,"HMK042","competition","spp","phenovalue",133,"spp2","Acrocephalus scirpaceus"
207,1984,"HMK042","competition","spp","phenovalue",134.131,"spp2","Acrocephalus scirpaceus"
207,1985,"HMK042","competition","spp","phenovalue",137.981,"spp2","Acrocephalus scirpaceus"
207,1986,"HMK042","competition","spp","phenovalue",136.035,"spp2","Acrocephalus scirpaceus"
207,1987,"HMK042","competition","spp","phenovalue",136.023,"spp2","Acrocephalus scirpaceus"
207,1988,"HMK042","competition","spp","phenovalue",131.377,"spp2","Acrocephalus scirpaceus"
207,1989,"HMK042","competition","spp","phenovalue",135.611,"spp2","Acrocephalus scirpaceus"
207,1990,"HMK042","competition","spp","phenovalue",132.122,"spp2","Acrocephalus scirpaceus"
207,1991,"HMK042","competition","spp","phenovalue",141.377,"spp2","Acrocephalus scirpaceus"
207,1992,"HMK042","competition","spp","phenovalue",134.027,"spp2","Acrocephalus scirpaceus"
207,1993,"HMK042","competition","spp","phenovalue",132.083,"spp2","Acrocephalus scirpaceus"
207,1994,"HMK042","competition","spp","phenovalue",127.825,"spp2","Acrocephalus scirpaceus"
207,1995,"HMK042","competition","spp","phenovalue",129.741,"spp2","Acrocephalus scirpaceus"
207,1996,"HMK042","competition","spp","phenovalue",140.926,"spp2","Acrocephalus scirpaceus"
207,1997,"HMK042","competition","spp","phenovalue",130.875,"spp2","Acrocephalus scirpaceus"
207,1998,"HMK042","competition","spp","phenovalue",131.247,"spp2","Acrocephalus scirpaceus"
207,1999,"HMK042","competition","spp","phenovalue",134.71,"spp2","Acrocephalus scirpaceus"
207,2000,"HMK042","competition","spp","phenovalue",131.605,"spp2","Acrocephalus scirpaceus"
207,2001,"HMK042","competition","spp","phenovalue",126.961,"spp2","Acrocephalus scirpaceus"
207,2003,"HMK042","competition","spp","phenovalue",133.499,"spp2","Acrocephalus scirpaceus"
208,1976,"HMK043","predation","genus","phenovalue",144.1174,"spp2","Pleurobrachia pileus"
208,1977,"HMK043","predation","genus","phenovalue",144.1174,"spp2","Pleurobrachia pileus"
208,1978,"HMK043","predation","genus","phenovalue",150.2942,"spp2","Pleurobrachia pileus"
208,1979,"HMK043","predation","genus","phenovalue",146.1768,"spp2","Pleurobrachia pileus"
208,1981,"HMK043","predation","genus","phenovalue",154.4116,"spp2","Pleurobrachia pileus"
208,1982,"HMK043","predation","genus","phenovalue",137.9413,"spp2","Pleurobrachia pileus"
208,1983,"HMK043","predation","genus","phenovalue",133.8232,"spp2","Pleurobrachia pileus"
208,1984,"HMK043","predation","genus","phenovalue",127.6471,"spp2","Pleurobrachia pileus"
208,1985,"HMK043","predation","genus","phenovalue",144.1174,"spp2","Pleurobrachia pileus"
208,1986,"HMK043","predation","genus","phenovalue",154.4116,"spp2","Pleurobrachia pileus"
208,1987,"HMK043","predation","genus","phenovalue",137.9413,"spp2","Pleurobrachia pileus"
208,1988,"HMK043","predation","genus","phenovalue",144.1174,"spp2","Pleurobrachia pileus"
208,1989,"HMK043","predation","genus","phenovalue",150.2942,"spp2","Pleurobrachia pileus"
208,1990,"HMK043","predation","genus","phenovalue",121.4703,"spp2","Pleurobrachia pileus"
208,1991,"HMK043","predation","genus","phenovalue",127.6471,"spp2","Pleurobrachia pileus"
208,1992,"HMK043","predation","genus","phenovalue",111.1768,"spp2","Pleurobrachia pileus"
208,1993,"HMK043","predation","genus","phenovalue",129.7058,"spp2","Pleurobrachia pileus"
208,1994,"HMK043","predation","genus","phenovalue",140,"spp2","Pleurobrachia pileus"
208,1995,"HMK043","predation","genus","phenovalue",133.8232,"spp2","Pleurobrachia pileus"
208,1996,"HMK043","predation","genus","phenovalue",150.2942,"spp2","Pleurobrachia pileus"
208,1997,"HMK043","predation","genus","phenovalue",98.8232,"spp2","Pleurobrachia pileus"
208,1998,"HMK043","predation","genus","phenovalue",127.6471,"spp2","Pleurobrachia pileus"
208,1999,"HMK043","predation","genus","phenovalue",134.8529,"spp2","Pleurobrachia pileus"
208,2000,"HMK043","predation","genus","phenovalue",154.4116,"spp2","Pleurobrachia pileus"
208,2001,"HMK043","predation","genus","phenovalue",88.5297,"spp2","Pleurobrachia pileus"
208,2002,"HMK043","predation","genus","phenovalue",115.2942,"spp2","Pleurobrachia pileus"
208,2003,"HMK043","predation","genus","phenovalue",150.2942,"spp2","Pleurobrachia pileus"
209,1976,"HMK043","predation","spp","phenovalue",140,"spp2","Beroe gracilis"
209,1978,"HMK043","predation","spp","phenovalue",123.2,"spp2","Beroe gracilis"
209,1979,"HMK043","predation","spp","phenovalue",132.65,"spp2","Beroe gracilis"
209,1981,"HMK043","predation","spp","phenovalue",151.55,"spp2","Beroe gracilis"
209,1982,"HMK043","predation","spp","phenovalue",125.3,"spp2","Beroe gracilis"
209,1983,"HMK043","predation","spp","phenovalue",129.5,"spp2","Beroe gracilis"
209,1984,"HMK043","predation","spp","phenovalue",158.9,"spp2","Beroe gracilis"
209,1985,"HMK043","predation","spp","phenovalue",144.2,"spp2","Beroe gracilis"
209,1986,"HMK043","predation","spp","phenovalue",156.8,"spp2","Beroe gracilis"
209,1987,"HMK043","predation","spp","phenovalue",167.3,"spp2","Beroe gracilis"
209,1988,"HMK043","predation","spp","phenovalue",106.4,"spp2","Beroe gracilis"
209,1989,"HMK043","predation","spp","phenovalue",91.7,"spp2","Beroe gracilis"
209,1990,"HMK043","predation","spp","phenovalue",74.9,"spp2","Beroe gracilis"
209,1991,"HMK043","predation","spp","phenovalue",114.8,"spp2","Beroe gracilis"
209,1992,"HMK043","predation","spp","phenovalue",85.4,"spp2","Beroe gracilis"
209,1993,"HMK043","predation","spp","phenovalue",79.1,"spp2","Beroe gracilis"
209,1994,"HMK043","predation","spp","phenovalue",112.7,"spp2","Beroe gracilis"
209,1995,"HMK043","predation","spp","phenovalue",125.3,"spp2","Beroe gracilis"
209,1996,"HMK043","predation","spp","phenovalue",144.2,"spp2","Beroe gracilis"
209,1997,"HMK043","predation","spp","phenovalue",110.6,"spp2","Beroe gracilis"
209,1998,"HMK043","predation","spp","phenovalue",106.4,"spp2","Beroe gracilis"
209,1999,"HMK043","predation","spp","phenovalue",110.6,"spp2","Beroe gracilis"
209,2000,"HMK043","predation","spp","phenovalue",68.6,"spp2","Beroe gracilis"
209,2001,"HMK043","predation","spp","phenovalue",81.2,"spp2","Beroe gracilis"
209,2002,"HMK043","predation","spp","phenovalue",70.7,"spp2","Beroe gracilis"
209,2003,"HMK043","predation","spp","phenovalue",106.4,"spp2","Beroe gracilis"
209,2004,"HMK043","predation","spp","phenovalue",108.5,"spp2","Beroe gracilis"
214,1985,"HMK048","predation","spp","phenovalue",62.126,"spp2","Accipiter nisus"
214,1986,"HMK048","predation","spp","phenovalue",59.7638,"spp2","Accipiter nisus"
214,1987,"HMK048","predation","spp","phenovalue",60.9449,"spp2","Accipiter nisus"
214,1988,"HMK048","predation","spp","phenovalue",59.3701,"spp2","Accipiter nisus"
214,1989,"HMK048","predation","spp","phenovalue",62.9134,"spp2","Accipiter nisus"
214,1990,"HMK048","predation","spp","phenovalue",57.0079,"spp2","Accipiter nisus"
214,1992,"HMK048","predation","spp","phenovalue",55.8268,"spp2","Accipiter nisus"
214,1996,"HMK048","predation","spp","phenovalue",58.189,"spp2","Accipiter nisus"
214,1997,"HMK048","predation","spp","phenovalue",54.6457,"spp2","Accipiter nisus"
214,1998,"HMK048","predation","spp","phenovalue",53.8583,"spp2","Accipiter nisus"
214,1999,"HMK048","predation","spp","phenovalue",55.0394,"spp2","Accipiter nisus"
214,2000,"HMK048","predation","spp","phenovalue",49.9213,"spp2","Accipiter nisus"
214,2001,"HMK048","predation","spp","phenovalue",57.0079,"spp2","Accipiter nisus"
214,2002,"HMK048","predation","spp","phenovalue",55.0394,"spp2","Accipiter nisus"
214,2003,"HMK048","predation","spp","phenovalue",49.9213,"spp2","Accipiter nisus"
214,2004,"HMK048","predation","spp","phenovalue",53.0709,"spp2","Accipiter nisus"
215,1985,"HMK048","predation","spp","phenovalue",40.6349,"spp2","Accipiter nisus"
215,1986,"HMK048","predation","spp","phenovalue",50.9524,"spp2","Accipiter nisus"
215,1987,"HMK048","predation","spp","phenovalue",41.0317,"spp2","Accipiter nisus"
215,1988,"HMK048","predation","spp","phenovalue",39.0476,"spp2","Accipiter nisus"
215,1989,"HMK048","predation","spp","phenovalue",33.4921,"spp2","Accipiter nisus"
215,1990,"HMK048","predation","spp","phenovalue",27.5397,"spp2","Accipiter nisus"
215,1992,"HMK048","predation","spp","phenovalue",34.2857,"spp2","Accipiter nisus"
215,1996,"HMK048","predation","spp","phenovalue",44.2063,"spp2","Accipiter nisus"
215,1997,"HMK048","predation","spp","phenovalue",30.7143,"spp2","Accipiter nisus"
215,1998,"HMK048","predation","spp","phenovalue",33.8889,"spp2","Accipiter nisus"
215,1999,"HMK048","predation","spp","phenovalue",34.6825,"spp2","Accipiter nisus"
215,2000,"HMK048","predation","spp","phenovalue",27.5397,"spp2","Accipiter nisus"
215,2001,"HMK048","predation","spp","phenovalue",41.8254,"spp2","Accipiter nisus"
215,2002,"HMK048","predation","spp","phenovalue",33.4921,"spp2","Accipiter nisus"
215,2003,"HMK048","predation","spp","phenovalue",35.0794,"spp2","Accipiter nisus"
215,2004,"HMK048","predation","spp","phenovalue",35.4762,"spp2","Accipiter nisus"
216,1985,"HMK048","predation","spp","phenovalue",51.8275,"spp2","Accipiter nisus"
216,1986,"HMK048","predation","spp","phenovalue",58.0211,"spp2","Accipiter nisus"
216,1987,"HMK048","predation","spp","phenovalue",48.6836,"spp2","Accipiter nisus"
216,1988,"HMK048","predation","spp","phenovalue",49.0491,"spp2","Accipiter nisus"
216,1989,"HMK048","predation","spp","phenovalue",45.1485,"spp2","Accipiter nisus"
216,1990,"HMK048","predation","spp","phenovalue",38.9149,"spp2","Accipiter nisus"
216,1992,"HMK048","predation","spp","phenovalue",45.0885,"spp2","Accipiter nisus"
216,1996,"HMK048","predation","spp","phenovalue",49.6716,"spp2","Accipiter nisus"
216,1997,"HMK048","predation","spp","phenovalue",44.9943,"spp2","Accipiter nisus"
216,1998,"HMK048","predation","spp","phenovalue",44.9714,"spp2","Accipiter nisus"
216,1999,"HMK048","predation","spp","phenovalue",42.6214,"spp2","Accipiter nisus"
216,2000,"HMK048","predation","spp","phenovalue",41.0508,"spp2","Accipiter nisus"
216,2001,"HMK048","predation","spp","phenovalue",48.0183,"spp2","Accipiter nisus"
216,2002,"HMK048","predation","spp","phenovalue",42.9497,"spp2","Accipiter nisus"
216,2003,"HMK048","predation","spp","phenovalue",40.9909,"spp2","Accipiter nisus"
216,2004,"HMK048","predation","spp","phenovalue",41.7476,"spp2","Accipiter nisus"
217,1985,"HMK048","predation","spp","phenovalue",46.155,"spp2","Accipiter nisus"
217,1986,"HMK048","predation","spp","phenovalue",55.8982,"spp2","Accipiter nisus"
217,1987,"HMK048","predation","spp","phenovalue",45.3316,"spp2","Accipiter nisus"
217,1988,"HMK048","predation","spp","phenovalue",48.4397,"spp2","Accipiter nisus"
217,1989,"HMK048","predation","spp","phenovalue",44.9016,"spp2","Accipiter nisus"
217,1990,"HMK048","predation","spp","phenovalue",41.757,"spp2","Accipiter nisus"
217,1992,"HMK048","predation","spp","phenovalue",40.5486,"spp2","Accipiter nisus"
217,1996,"HMK048","predation","spp","phenovalue",48.2852,"spp2","Accipiter nisus"
217,1997,"HMK048","predation","spp","phenovalue",42.0127,"spp2","Accipiter nisus"
217,1998,"HMK048","predation","spp","phenovalue",43.5527,"spp2","Accipiter nisus"
217,1999,"HMK048","predation","spp","phenovalue",41.5799,"spp2","Accipiter nisus"
217,2000,"HMK048","predation","spp","phenovalue",38.8315,"spp2","Accipiter nisus"
217,2001,"HMK048","predation","spp","phenovalue",50.1371,"spp2","Accipiter nisus"
217,2002,"HMK048","predation","spp","phenovalue",43.8675,"spp2","Accipiter nisus"
217,2003,"HMK048","predation","spp","phenovalue",41.1134,"spp2","Accipiter nisus"
217,2004,"HMK048","predation","spp","phenovalue",41.4816,"spp2","Accipiter nisus"
218,1985,"HMK048","predation","genus","phenovalue",60.2027,"spp2","Ficedula hypoleuca"
218,1986,"HMK048","predation","genus","phenovalue",65.2703,"spp2","Ficedula hypoleuca"
218,1987,"HMK048","predation","genus","phenovalue",61.8919,"spp2","Ficedula hypoleuca"
218,1988,"HMK048","predation","genus","phenovalue",49.0541,"spp2","Ficedula hypoleuca"
218,1989,"HMK048","predation","genus","phenovalue",50.0676,"spp2","Ficedula hypoleuca"
218,1990,"HMK048","predation","genus","phenovalue",50.7432,"spp2","Ficedula hypoleuca"
218,1992,"HMK048","predation","genus","phenovalue",57.1622,"spp2","Ficedula hypoleuca"
218,1993,"HMK048","predation","genus","phenovalue",45,"spp2","Ficedula hypoleuca"
218,1994,"HMK048","predation","genus","phenovalue",49.3919,"spp2","Ficedula hypoleuca"
218,1996,"HMK048","predation","genus","phenovalue",60.8784,"spp2","Ficedula hypoleuca"
218,1997,"HMK048","predation","genus","phenovalue",51.4189,"spp2","Ficedula hypoleuca"
218,1998,"HMK048","predation","genus","phenovalue",45.6757,"spp2","Ficedula hypoleuca"
218,1999,"HMK048","predation","genus","phenovalue",44.3243,"spp2","Ficedula hypoleuca"
218,2000,"HMK048","predation","genus","phenovalue",40.2703,"spp2","Ficedula hypoleuca"
218,2001,"HMK048","predation","genus","phenovalue",50.0676,"spp2","Ficedula hypoleuca"
218,2002,"HMK048","predation","genus","phenovalue",49.7297,"spp2","Ficedula hypoleuca"
218,2003,"HMK048","predation","genus","phenovalue",45.3378,"spp2","Ficedula hypoleuca"
218,2004,"HMK048","predation","genus","phenovalue",46.3514,"spp2","Ficedula hypoleuca"
218,2005,"HMK048","predation","genus","phenovalue",42.973,"spp2","Ficedula hypoleuca"
219,1985,"HMK048","predation","genus","phenovalue",60.2027,"spp2","Parus ater"
219,1986,"HMK048","predation","genus","phenovalue",65.2703,"spp2","Parus ater"
219,1987,"HMK048","predation","genus","phenovalue",61.8919,"spp2","Parus ater"
219,1988,"HMK048","predation","genus","phenovalue",49.0541,"spp2","Parus ater"
219,1989,"HMK048","predation","genus","phenovalue",50.0676,"spp2","Parus ater"
219,1990,"HMK048","predation","genus","phenovalue",50.7432,"spp2","Parus ater"
219,1992,"HMK048","predation","genus","phenovalue",57.1622,"spp2","Parus ater"
219,1993,"HMK048","predation","genus","phenovalue",45,"spp2","Parus ater"
219,1994,"HMK048","predation","genus","phenovalue",49.3919,"spp2","Parus ater"
219,1995,"HMK048","predation","genus","phenovalue",51.7568,"spp2","Parus ater"
219,1996,"HMK048","predation","genus","phenovalue",60.8784,"spp2","Parus ater"
